COUNT,AricleTile,ACTIONABLE,CATEGORY,IMPACT,EMPIRICAL EVIDENCE,CONFIDENCE,SOUND,PRECISE
1307,Inferring behavioral specifications from large-scale repositories by leveraging collective intelligence,Use dynamic analysis approaches to mine execution traces for program-speciﬁc invariants,Automated Testing and Quality Assurance,This approach can help make open-source software projects more sustainable by providing useful- comprehensible- and efficiently checkable speciﬁcations for widely-used code,The authors have demonstrated that using dynamic analysis approaches to mine execution traces for program-speciﬁc invariants can lead to the inference of behavioral specifications of widely-used code. However- they have not explicitly shown that their approach works well for program-speciﬁc invariants,0.2,YES,NO
1310,Inferring behavioral specifications from large-scale repositories by leveraging collective intelligence,Use program analysis techniques on millions of call sites to derive behavioral specifications of widely-used code,Automated Testing and Quality Assurance,This approach can help make open-source software projects more sustainable by providing useful- comprehensible- and efficiently checkable speciﬁcations for widely-used code,The authors have demonstrated that using program analysis techniques on millions of call sites can lead to the inference of behavioral specifications of widely-used code. They have also shown that their approach outperforms existing approaches in terms of precision and recall,0.9,YES,YES
1311,Inferring behavioral specifications from large-scale repositories by leveraging collective intelligence,Use static analysis approaches to create behavioral speciﬁcations that are true for a particular program- but not general enough to permit intended evolution or maintenance,Automated Testing and Quality Assurance,This approach can help make open-source software projects more sustainable by providing useful- comprehensible- and efficiently checkable speciﬁcations for widely-used code,The authors have demonstrated that using static analysis approaches can lead to the inference of behavioral specifications of widely-used code. However- they have also shown that such approaches may not be general enough to permit intended evolution or maintenance,0.6,NO,YES
1318,Inferring behavioral specifications from large-scale repositories by leveraging collective intelligence,Infer behavioral specifications of widely-used code using similarity- differential- and decomposition-based techniques,Code Standards and Maintainability,This approach can help make open-source software projects more sustainable by providing useful- comprehensible- and efficiently checkable speciﬁcations for widely-used code,The authors have successfully inferred behavioral specifications of widely-used code using similarity- differential- and decomposition-based techniques. They have also demonstrated the effectiveness of their approach on several widely-used libraries and frameworks,0.9,YES,YES
1935,Inferring hierarchical motifs from execution traces,Utilize the hierarchical motifs visualization in Sabalan for understanding complex web application behavior,Automated Testing and Quality Assurance,Enhanced comprehension of web applications through a clear and interactive representation of abstract recurring patterns,User experiment results showing improved accuracy,0.9,YES,YES
1864,Inferring hierarchical motifs from execution traces,Leverage Sabalan for debugging and maintaining web applications,Automated Testing and Quality Assurance,Faster identification of issues and more efficient application updates,The study shows that Sabalan enables users to perform comprehension tasks more accurately- which can lead to faster debugging and maintenance,0.6,YES,YES
1934,Inferring hierarchical motifs from execution traces,Use Sabalan for program comprehension tasks,Documentation Practices,Improved accuracy and efficiency in comprehending web applications,User experiment results showing 54% improvement in accuracy compared to other tools,0.9,YES,YES
1582,Inferring hierarchical motifs from execution traces,Apply Sabalan's motif-based analysis to identify key points in web application behavior,Community Collaboration and Engagement,Improved understanding of the essential aspects of a web application's functionality,The study demonstrates the effectiveness of Sabalan's motif-based analysis compared to other tools,0.9,YES,YES
1530,Inferring hierarchical motifs from execution traces,Consider using Sabalan for web application development,Documentation Practices,Improved understanding of the target application's behavior during development,The study demonstrates Sabalan's effectiveness in program comprehension tasks,0.6,YES,NO
1154,Inferring project-specific bug patterns for detecting sibling bugs,Continuously explore better approaches to specifying bug-pattern templates- inferring PSBPs- and detecting sibling bugs in SBD,Automated Testing and Quality Assurance,Improved accuracy and efficiency of SBD- leading to more precise detection of sibling bugs in open-source projects,The article presents an effective approach for inferring Project-Specific Bug Patterns (PSBPs) hidden and reflected by fix revisions- which significantly improves the detection of sibling bugs compared with two existing popular static bug detectors (FindBugs and PMD),0.9,YES,YES
1155,Inferring project-specific bug patterns for detecting sibling bugs,Keep exploring better approaches to specifying bug-pattern templates- inferring PSBPs- and detecting sibling bugs in SBD,Automated Testing and Quality Assurance,Improved accuracy and efficiency of SBD- leading to more precise detection of sibling bugs in open-source projects,The article presents an effective approach for inferring Project-Specific Bug Patterns (PSBPs) hidden and reflected by fix revisions- which significantly improves the detection of sibling bugs compared with two existing popular static bug detectors (FindBugs and PMD),0.6,YES,YES
912,Inferring project-specific bug patterns for detecting sibling bugs,Predefine a set of bug-pattern templates for various well-known bug types (e.g.- NPE and resource leaks) to improve the generality of Sibling-Bug Detector (SBD,Automated Testing and Quality Assurance,Improved generality of SBD- enabling it to detect sibling bugs for a wider range of bug types in open-source projects,The article demonstrates that predefined bug-pattern templates for NPE and resource leaks have successfully detected 63 true sibling-bug warnings in seven real-world open-source projects- while two existing popular static bug detectors (FindBugs and PMD) cannot report most of them,0.9,YES,YES
911,Inferring project-specific bug patterns for detecting sibling bugs,Extend SBD to locate sibling bugs for more well-known bug types (e.g.- data race- dead lock- and buffer overflow) in open-source projects,Code Standards and Maintainability,Improved sustainability of open-source software projects by detecting and resolving a wider range of sibling bugs,The article demonstrates that predefined bug-pattern templates for NPE and resource leaks have successfully detected 63 true sibling-bug warnings in seven real-world open-source projects- while two existing popular static bug detectors (FindBugs and PMD) cannot report most of them,0.7,YES,YES
866,Intelligent bug fixing with software bug knowledge graph,Developers should use a knowledge graph (KG) to store and manage bug knowledge,Code Standards and Maintainability,Improved organization- accessibility- and searchability of bug information- leading to faster bug resolution times and better software quality,Successful KG implementations in other domains and the suitability of a KG for storing and managing complex-structured bug knowledge,0.9,YES,YES
848,Intelligent bug fixing with software bug knowledge graph,Researchers and practitioners should investigate effective search and recommendation techniques based on the knowledge graph for intelligent bug fixing,Automated Testing and Quality Assurance,Improved understanding and resolution of bugs- ultimately enhancing software maintainability and sustainability,Studies showing the effectiveness of using KGs for software engineering tasks- such as bug triaging- code search- and recommendation systems,0.85,YES,YES
5,Intelligent bug fixing with software bug knowledge graph,Design a bug-fix knowledge QA system to assist developers in understanding- locating- and resolving bugs,New Contributor Onboarding and Involvement,More accurate and relevant information provided to developers- helping them resolve bugs more efficiently and effectively,A framework for bug fixing search and recommendation using a KG- applied in a case study on GitHub scientific Python ecosystem,0.8,YES,YES
1785,Investigating the impact of multiple dependency structures on software defects,Investigate the impact of other dependency structures or factors on software defects to further enhance prediction and localization techniques,Security Best Practices and Legal Compliance,Continued improvement in understanding the relationships between software dependencies and defects- enabling more effective maintenance strategies,The study highlights the importance of considering multiple dependency types and encourages researchers to explore other factors that may influence ﬁle error-proneness,0.5,YES,NO
1891,Investigating the impact of multiple dependency structures on software defects,Utilize the DRSpaces tool to analyze and visualize dependency structures in open-source projects,Documentation Practices,Enhanced understanding of software dependencies- enabling more effective maintenance and improvement efforts,The study successfully applies DRSpaces to 117 Apache open source projects- revealing insights into the relationships between different dependency types and defects,0.9,YES,NO
1569,Investigating the impact of multiple dependency structures on software defects,Use syntactic- history- and semantic dependency structures to predict and localize software defects,Automated Testing and Quality Assurance,Improved precision and coverage in defect prediction and localization,The study demonstrates that these three dependency types have different impacts on ﬁle error-proneness and can be used independently or combined for better results,0.9,YES,YES
1867,Investigating the impact of multiple dependency structures on software defects,Consider implementing a hybrid approach that combines multiple dependency structures for improved defect prediction and localization,Automated Testing and Quality Assurance,Increased accuracy in identifying and addressing software defects- leading to more sustainable projects,The study shows that syntactic- history- and semantic dependencies have complementary strengths and weaknesses- suggesting that combining them could yield better results,0.6,YES,NO
315,It's not a bug it's a feature: how misclassification impacts bug prediction,Approaches using bug databases should validate whether the perspective of the prediction model matches the perspective of the bug creator. Generally- one should always be aware that not all bugs should be treated equal,Community Collaboration and Engagement,NONE,NONE,0.6,YES,NO
318,It's not a bug it's a feature: how misclassification impacts bug prediction,Assessing consequences- such as security or privacy issues- cannot be left to machines alone. Dealing with bug databases will always require human effort—an investment that- however- pays off in the end,Documentation Practices,NONE,NONE,0.6,YES,NO
323,It's not a bug it's a feature: how misclassification impacts bug prediction,Automated quantitative analysis should always include human qualitative analysis of the input data and findings. Data quality should be discussed as a threat to validity,Community Collaboration and Engagement,NONE,NONE,0.6,YES,NO
330,It's not a bug it's a feature: how misclassification impacts bug prediction,Bug prediction models should consider the severity and impact of bugs when making predictions,Project Management and Governance,NONE,NONE,0.6,YES,NO
331,It's not a bug it's a feature: how misclassification impacts bug prediction,Bug prediction models trained and evaluated on biased datasets are threatened to predict changes instead of bugs. Filtering out non-bugs when estimating code quality might even improve results,Project Management and Governance,NONE,NONE,0.6,YES,NO
291,iTiger:an automatic issue title generation tool,Use iTiger to automate the issue title generator,Security Best Practices and Legal Compliance,NONE,NONE,0.8,YES,NO
214,Javalanche: efficient mutation testing for Java,Use JAVALANCHE for mutation testing on Java projects,Automated Testing and Quality Assurance,Improved eﬃciency in running mutation testing- reducing runtime significantly,JAVALANCHE has been applied to seven open-source Java projects with varying sizes- demonstrating its eﬃciency and accuracy,0.9,YES,YES
1206,JMocker-refactoring test-production inheritance by mockito,Prefer composition over inheritance in tests (Section 4,Code Standards and Maintainability,Preferring composition over inheritance in tests will help reduce the issues related to test-production inheritance- such as brittle tests and tight coupling between test and production code. (Section 4,The article provides examples of how preferring composition over inheritance in tests can help reduce issues related to test-production inheritance- such as brittle tests and tight coupling between test and production code. (Section 4,1,YES,YES
1207,JMocker-refactoring test-production inheritance by mockito,Refactor the test-production inheritance by using Mockito's spy feature (Section 2,Code Standards and Maintainability,Refactoring the test-production inheritance by using Mockito's spy feature will help in avoiding issues related to test-production inheritance- such as brittle tests and tight coupling between test and production code,The article provides examples of how refactoring test-production inheritance by using Mockito's spy feature can help avoid issues related to test-production inheritance. (Section 2,1,YES,YES
972,JMocker-refactoring test-production inheritance by mockito,Use a separate test class for each production class to avoid test-production inheritance (Section 3,Code Standards and Maintainability,Using a separate test class for each production class will avoid test-production inheritance- leading to more maintainable and flexible tests. (Section 3,The article explains the benefits of using a separate test class for each production class- such as avoiding test-production inheritance and improving maintainability and flexibility. (Section 3,1,YES,YES
1230,JSOptimizer: an extensible framework for JavaScript program optimization,Use minification techniques to reduce the size of your JavaScript files,Security Best Practices and Legal Compliance,Faster load times- reduced bandwidth consumption- and better user experience,The article states that minification can help reduce file sizes by up to 70%- leading to faster load times and lower bandwidth usage,0.9,YES,YES
1015,JSOptimizer: an extensible framework for JavaScript program optimization,Implement caching strategies for frequently accessed objects or data structures,CI/CD and DevOps Automation,Improved performance and reduced server load,The article mentions that caching strategies can significantly improve the performance of JavaScript applications by reducing the number of required computations and network requests,0.6,YES,YES
1022,JSOptimizer: an extensible framework for JavaScript program optimization,Utilize code splitting to divide your JavaScript application into smaller- more manageable chunks,Code Standards and Maintainability,Improved performance- faster load times- and better user experience,The article mentions that code splitting can help improve the performance of JavaScript applications by reducing the amount of code that needs to be loaded initially,0.6,YES,YES
1229,JSOptimizer: an extensible framework for JavaScript program optimization,Implement lazy loading for non-critical resources or components,Security Best Practices and Legal Compliance,Improved performance- faster load times- and better user experience,The article states that lazy loading can help improve the performance of JavaScript applications by deferring the loading of non-critical resources until they are actually needed,0.6,YES,YES
1119,JSOptimizer: an extensible framework for JavaScript program optimization,Use JSOptimizer to optimize your JavaScript programs,Automated Testing and Quality Assurance,Improved performance- reduced file size- and better user experience,The article presents a case study where JSOptimizer was used to optimize the performance of a real-world web application- resulting in a 40% reduction in file size and improved load times,0.9,YES,YES
39,Large Language Models are Few-Shot Testers-Exploring LLM-Based General Bug Reproduction,Expand LIBRO's capabilities to work with other test-generation techniques,Project Management and Governance,Enhances LIBRO's versatility and applicability to various test-generation techniques,By combining LIBRO with other test-generation techniques- its capabilities and applicability can be expanded- as suggested in the article (Section X,0.8,YES,NO
1852,Large Language Models are Few-Shot Testers-Exploring LLM-Based General Bug Reproduction,Use LIBRO to analyze bug reports and generate prospective tests,Automated Testing and Quality Assurance,Improves bug reproduction efficiency and reduces developer effort,The study shows that LIBRO reproduces a significant number of bugs in Defects4J and a real-world report-to-bug dataset- reducing developer effort (Section VIII,1,YES,YES
1284,Large Language Models are Few-Shot Testers-Exploring LLM-Based General Bug Reproduction,Utilize a pretrained LLM for analyzing bug reports and generating tests,CI/CD and DevOps Automation,Leverages pretrained LLMs to analyze bug reports and generate tests,The authors demonstrate the effectiveness of using pretrained LLMs for analyzing bug reports and generating tests (Section IV,1,YES,YES
1781,Large Language Models are Few-Shot Testers-Exploring LLM-Based General Bug Reproduction,Minimize developer effort by identifying which test reproduces the bug,Automated Testing and Quality Assurance,Minimizes the time spent on identifying reproducing tests,The study highlights that LIBRO can minimize developer effort by identifying which test reproduces the bug (Section V,1,YES,YES
222,Large Language Models are Few-Shot Testers-Exploring LLM-Based General Bug Reproduction,Rank and suggest the generated solutions based on simple statistics,Automated Testing and Quality Assurance,Provides a more accurate ranking of generated solutions,LIBRO's ranking system helps developers identify reproducing tests more accurately- as shown in the study (Section V,1,YES,YES
1657,Large-scale analysis of framework-specific exceptions in Android apps,Developers should consider using framework-specific exception handling techniques when developing Android apps,Security Best Practices and Legal Compliance,This can help developers identify and fix framework-specific exceptions more efficiently- reducing development time and improving app quality,The study found that framework-specific exceptions are common in Android apps and can be difficult to diagnose and fix without specialized knowledge of the Android framework,0.9,YES,YES
1658,Large-scale analysis of framework-specific exceptions in Android apps,Developers should consider using framework-specific exception handling techniques when developing open-source software projects,Security Best Practices and Legal Compliance,This can help developers identify and fix framework-specific exceptions more efficiently- reducing development time and improving app quality,The study found that framework-specific exceptions are common in Android apps and can be difficult to diagnose and fix without specialized knowledge of the Android framework,0.7,YES,YES
1693,Large-scale analysis of framework-specific exceptions in Android apps,Developers should consider using automated testing tools that specifically target framework-specific exceptions when testing Android apps,Community Collaboration and Engagement,This can help developers identify and fix framework-specific exceptions more efficiently- reducing development time and improving app quality,The study found that popular testing tools like Monkey and Sapienz were not effective at detecting framework-specific exceptions- while specialized tools like Stoat were able to detect previously unknown bugs in popular apps,0.8,YES,YES
1729,Large-scale analysis of framework-specific exceptions in Android apps,Developers should consider using specialized testing tools when diagnosing framework-specific exceptions,Security Best Practices and Legal Compliance,This can help developers quickly identify and fix framework-specific exceptions- reducing development time and improving app quality,The study found that specialized testing tools like Stoat were effective at detecting previously unknown bugs in popular apps,0.7,YES,YES
1730,Large-scale analysis of framework-specific exceptions in Android apps,Developers should consider using Stack Overflow posts when diagnosing framework-specific exceptions,Security Best Practices and Legal Compliance,This can help developers quickly identify solutions to common framework-specific exceptions- reducing development time and improving app quality,The study found that Stack Overflow posts were a useful resource for identifying solutions to framework-specific exceptions in a sample of 27 randomly selected cases from Github,0.7,YES,YES
1622,Large-scale analysis of framework-specific exceptions in Android apps,Developers should consider using exception localization tools when diagnosing framework-specific exceptions,Security Best Practices and Legal Compliance,This can help developers quickly identify the root cause of framework-specific exceptions- reducing development time and improving app quality,The study found that a prototype tool called ExLocator was able to accurately locate the root cause of 92% of framework-specific exceptions in a sample of 27 randomly selected cases from Github,0.8,YES,YES
1638,Large-scale analysis of framework-specific exceptions in Android apps,Developers should consider using data-flow and control-flow analysis techniques when diagnosing framework-specific exceptions,Security Best Practices and Legal Compliance,This can help developers quickly identify the root cause of framework-specific exceptions- reducing development time and improving app quality,The study found that data-flow and control-flow analysis techniques were effective at locating the root cause of framework-specific exceptions in a sample of 27 randomly selected cases from Github,0.8,YES,YES
515,LastPyMile,identifying the discrepancy between sources and packages,Automated Testing and Quality Assurance,NONE,NONE,0.8,YES,NO
1280,Learning Deep Semantics for Test Completion,Use TECO (Test Execution-Conditioned Oracle) to complete test methods in your open-source software projects,Security Best Practices and Legal Compliance,Improved developer productivity- higher quality tests- and faster development cycles,The authors demonstrate that TECO outperforms the state-of-the-art on code completion and oracle generation tasks- across a number of evaluation metrics,0.9,YES,YES
907,Learning in the Wild: Towards Leveraging Unlabeled Data for Effectively Tuning Pre-trained Code Models,Implement a hybrid pseudo-labeled data selection module to filter high-quality unlabeled data for fine-tuning pre-trained code models,Automated Testing and Quality Assurance,Enhanced performance and robustness of the fine-tuned model by incorporating diverse- high-quality data,The article demonstrates that HINT's hybrid pseudo-labeled data selection module effectively filters unlabeled data for fine-tuning pre-trained models on three code intelligence tasks,0.85,YES,YES
906,Learning in the Wild: Towards Leveraging Unlabeled Data for Effectively Tuning Pre-trained Code Models,Leverage pre-trained models as initialization for fine-tuning on specific code intelligence tasks,Code Standards and Maintainability,Faster convergence and better generalization of the fine-tuned model due to the rich- task-agnostic knowledge acquired during pre-training,The article demonstrates that HINT provides complementary benefits when used with various pre-trained models on three code intelligence tasks,0.8,YES,YES
1219,Learning in the Wild: Towards Leveraging Unlabeled Data for Effectively Tuning Pre-trained Code Models,Adopt a noise-tolerant training module to mitigate the impact of noisy pseudo-labels during fine-tuning pre-trained code models,Automated Testing and Quality Assurance,Improved model performance and stability by reducing the influence of incorrectly labeled data,The article shows that HINT's noise-tolerant training module significantly improves performance on three code intelligence tasks compared to baseline methods,0.85,YES,YES
163,Learning in the Wild: Towards Leveraging Unlabeled Data for Effectively Tuning Pre-trained Code Models,Utilize large-scale unlabeled datasets to fine-tune pre-trained code models using pseudo-labeling,CI/CD and DevOps Automation,Improved performance of pre-trained code models on various tasks such as code summarization- vulnerability detection- and assertion generation,Experimental results in the article show that HINT (Hybrid Integration for Neural Tuning) outperforms baseline methods on three code intelligence tasks using different pre-trained models,0.9,YES,NO
1461,Learning syntactic program transformations from examples,Leverage REFAZER's mixed-initiative approach to combine teacher expertise with automated ﬁxes,Automated Testing and Quality Assurance,Enhanced quality of ﬁxes by combining automated techniques with teacher expertise- leading to better student outcomes,The mixed-initiative approach- combining teacher expertise with automated ﬁxes- has been shown to improve the quality of ﬁxes in a case study.,0.8,YES,YES
1277,Learning syntactic program transformations from examples,Use REFAZER for automatically learning syntactic program transformations from examples,Security Best Practices and Legal Compliance,Improved efﬁciency in learning syntactic program transformations from examples- reducing manual effort and time required for this task,The authors demonstrate that REFAZER can learn syntactic program transformations from examples and automatically generate ﬁxes for incorrect student submissions.,0.8,YES,YES
404,Learning to log-helping developers make informed logging decisions,Developers should consider logging at the beginning of a function or method. (Section IV-B),Code Standards and Maintainability,NONE,NONE,0.8,YES,YES
410,Learning to log-helping developers make informed logging decisions,Developers should log exceptions and return errors in two types of code snippets. (Section IV-C),Automated Testing and Quality Assurance,NONE,NONE,0.8,YES,YES
573,Learning to log-helping developers make informed logging decisions,LogAdvisor can help developers make informed logging decisions on where to log. (Section V-A),Documentation Practices,NONE,NONE,0.8,YES,NO
1340,Learning to rank relevant files for bug reports using domain knowledge,Use ranking SVM with nonlinear kernels to improve the performance of the ranking model,CI/CD and DevOps Automation,Enhances the accuracy and robustness of bug localization- making debugging more efficient,The authors mention using ranking SVM with nonlinear kernels as a future improvement for their approach but do not provide direct evidence yet,0.3,YES,NO
1301,Learning to rank relevant files for bug reports using domain knowledge,Evaluate the proposed learning-to-rank approach on projects in other programming languages to ensure its generalizability and applicability across various software ecosystems,Documentation Practices,Expands the applicability of the approach- making it more versatile for open-source software projects,The authors do not provide direct evidence yet but mention evaluating the approach on other programming languages as a future direction,0.3,YES,NO
1437,Learning to rank relevant files for bug reports using domain knowledge,Use a learning-to-rank approach to locate bugs in source code by characterizing relationships between bug reports and source code entities using domain knowledge- such as API specifications- syntactic structure of code- and issue tracking data,Automated Testing and Quality Assurance,Improves the efficiency of bug localization- reducing time spent on debugging tasks,The experimental evaluation shows that the approach can locate relevant files within the top 10 recommendations for over 70% of bug reports in Eclipse Platform and Tomcat projects. It outperforms BugLocator and BugScout- two recent state-of-the-art approaches,0.9,YES,YES
1335,Learning to rank relevant files for bug reports using domain knowledge,Leverage additional types of domain knowledge to enhance the ranking model- such as authorship of source code or the PageRank score associated with each entity in the project's dependency graph,Security Best Practices and Legal Compliance,Increases the accuracy and reliability of bug localization- further reducing debugging time,The authors mention that they plan to incorporate additional types of domain knowledge into their ranking model. While there is no direct evidence yet- it is a logical extension based on the success of the initial approach,0.6,YES,YES
1757,Less is More? An Empirical Study on Configuration Issues in Python PyPI Ecosystem,Use standardized naming conventions for configuration options,Code Standards and Maintainability,Easier discovery and understanding of configuration options,The study found that using consistent naming conventions could help users quickly identify and understand the purpose of configuration options,0.8,YES,YES
1684,Less is More? An Empirical Study on Configuration Issues in Python PyPI Ecosystem,Regularly review and update documentation related to configuration options,Project Management and Governance,Ensuring up-to-date and accurate information about configuration options,The study found that outdated or incorrect documentation was common in open-source projects- which led to confusion and difficulties in diagnosing issues,0.8,YES,YES
1675,Less is More? An Empirical Study on Configuration Issues in Python PyPI Ecosystem,Implement automated checks for configuration consistency and completeness,CI/CD and DevOps Automation,Improved software reliability and reduced potential for user errors,The study found that many open-source projects suffered from inconsistent or incomplete configurations- which could be mitigated by implementing automated checks,0.8,YES,YES
1752,Less is More? An Empirical Study on Configuration Issues in Python PyPI Ecosystem,Provide clear error messages and guidance when configuration issues are detected,Documentation Practices,Improved user experience and faster issue resolution,The study found that unclear or missing error messages made it difficult for users to diagnose and resolve configuration-related issues,0.9,YES,YES
1674,Less is More? An Empirical Study on Configuration Issues in Python PyPI Ecosystem,Document all configuration options,Documentation Practices,Improved user experience- reduced confusion- and easier troubleshooting,The study found that many open-source projects had undocumented or incorrectly documented configuration options- which led to confusion and difficulties in diagnosing issues,0.9,YES,YES
1635,Less is More? An Empirical Study on Configuration Issues in Python PyPI Ecosystem,Limit the use of complex data types for configuration options,Security Best Practices and Legal Compliance,Simplified configuration management and reduced potential for errors,The study found that complex data types- such as nested dictionaries or custom objects- were more prone to misconfiguration and made it harder for users to understand their purpose,0.7,YES,YES
42,Lessons from eight years of operational data from a continuous integration service:an exploratory case study of CircleCI,Implement caching strategies to reduce build times and improve overall system performance,Security Best Practices and Legal Compliance,Faster build times- reduced resource usage- and improved user experience,Caching strategies can significantly reduce the time it takes to complete a build by storing frequently used dependencies and artifacts,0.9,YES,YES
34,Lessons from eight years of operational data from a continuous integration service:an exploratory case study of CircleCI,Implement automated tests and analyze their results to identify potential issues early in the development process,Security Best Practices and Legal Compliance,Faster issue detection- reduced maintenance costs- and increased software reliability,Automated test suites are an essential part of modern software development practices- as they help developers ensure that their code works as intended,0.9,YES,YES
85,Lessons from eight years of operational data from a continuous integration service:an exploratory case study of CircleCI,Use containerization technologies to improve build isolation and reduce potential conflicts,Code Standards and Maintainability,Improved build reliability- faster setup times- and easier deployment across different environments,Containerization technologies like Docker have gained popularity in recent years due to their ability to provide a consistent environment for building and deploying applications,0.85,YES,YES
208,Lessons from eight years of operational data from a continuous integration service:an exploratory case study of CircleCI,Continuously monitor and analyze the performance metrics of CI/CD pipelines,CI/CD and DevOps Automation,Improved efficiency in build times- reduced resource usage- and early detection of potential issues,In this paper- we present an exploratory case study of CircleCI- a popular continuous integration (CI) service- using eight years of operational data - We found that 40% of builds took longer than 10 minutes to complete- with a median time of 5 minutes,0.9,YES,YES
831,Lessons from eight years of operational data from a continuous integration service:an exploratory case study of CircleCI,Implement a scheduling system to optimize resource usage and reduce wait times for builds,Documentation Practices,Improved system performance- reduced resource waste- and faster build execution times,Scheduling systems can help manage resources more efficiently by prioritizing builds based on their importance and urgency,0.85,YES,YES
833,Lessons from eight years of operational data from a continuous integration service:an exploratory case study of CircleCI,Implement security measures to protect sensitive data and prevent unauthorized access,Code Standards and Maintainability,Improved system security- reduced risk of data breaches- and increased user trust,Security is a critical aspect of any system that handles sensitive data- and continuous integration services are no exception,0.95,YES,YES
233,Lessons from eight years of operational data from a continuous integration service:an exploratory case study of CircleCI,Use matrix builds to test multiple configurations and environments simultaneously,Community Collaboration and Engagement,Increased test coverage- faster issue detection- and reduced maintenance costs,Matrix builds allow developers to test their code across different platforms- configurations- and environments in parallel,0.85,YES,YES
1936,Lessons from eight years of operational data from a continuous integration service:an exploratory case study of CircleCI,Monitor and analyze user feedback to improve the overall user experience and address common issues,Documentation Practices,Increased user satisfaction- improved system reliability- and reduced support requests,User feedback can provide valuable insights into areas where the system can be improved or optimized,0.9,YES,YES
174,Lessons learned managing distributed software engineering courses,Provide real-world learning experiences for students by integrating them into open-source projects,Community Collaboration and Engagement,Developing practical skills- building networks- and preparing for careers,Feedback from students and employers,0.9,YES,YES
1949,Lessons learned managing distributed software engineering courses,Provide at least 80% of the final grade based on the work performed on their projects,Automated Testing and Quality Assurance,Encouraging students to take their projects seriously and focus on practical skills,Well-received grading system,0.9,YES,YES
857,Lessons learned managing distributed software engineering courses,Recruit and screen applicants to the program- ensuring that only highly-qualified- self-motivated students are enlisted,New Contributor Onboarding and Involvement,Ensuring a high-quality student body,Success of UCOSP program,0.9,YES,YES
782,Lessons learned managing distributed software engineering courses,Encourage home faculty to contact and personally connect with struggling students,Automated Testing and Quality Assurance,Helping students overcome challenges and improve performance,Personal connections leading to improvements,0.8,YES,YES
175,Lessons learned managing distributed software engineering courses,Connect regularly (bi-weekly or weekly) with the students,CI/CD and DevOps Automation,Maintaining motivation- addressing issues promptly- and building relationships,Feedback from students and mentors,0.8,YES,YES
146,Lessons learned managing distributed software engineering courses,Establish per-university caps on student enrollment numbers,Project Management and Governance,Preventing overloading resources and ensuring a better student-to-mentor ratio,Enrollment caps in UCOSP program,0.9,YES,YES
858,Lessons learned managing distributed software engineering courses,Share primary activities among contributors- including mentors- faculty- and the steering committee,Automated Testing and Quality Assurance,Reducing administrative overhead and encouraging collaboration,Success of UCOSP program,0.8,YES,YES
465,Let's talk about it,evaluating contributions through discussion in GitHub,Automated Testing and Quality Assurance,Developers should be aware of the power relationships that exist within their project communities.,NONE,0.6,YES,YES
466,Let's talk about it,evaluating contributions through discussion in GitHub,Automated Testing and Quality Assurance,Projects should consider implementing notification mechanisms that alert relevant stakeholders about contribution discussions.,NONE,0.6,YES,YES
467,Let's talk about it,evaluating contributions through discussion in GitHub,Automated Testing and Quality Assurance,Projects should recognize when requirements are being evolved during discussions and archive these discussions in a more visible way for the benefit of core members.,NONE,0.6,YES,YES
468,Let's talk about it,evaluating contributions through discussion in GitHub,Code Standards and Maintainability,Stakeholders should attempt to influence the outcomes of contributions through pressuring the core or directly alerting them.,NONE,0.6,YES,YES
469,Let's talk about it,evaluating contributions through discussion in GitHub,Project Management and Governance,Submitters and core members should engage in extended discussions about the appropriateness of a code contribution when issues are raised.,NONE,0.6,YES,YES
87,Let's talk open-source-an analysis of conference talks and community dynamics,Encourage and maintain a work-life balance in open-source projects,Project Management and Governance,Healthier work-life balance for open-source contributors,Contributors cited a lack of compensation as one of the reasons for leaving open-source projects,0.6,YES,YES
788,Let's talk open-source-an analysis of conference talks and community dynamics,Implement practitioner recommendations to improve open-source community dynamics and increase open-source sustainability,Code Standards and Maintainability,Improved community dynamics and sustainability in open-source software projects,Practitioners shared their experiences- challenges- and recommended interventions at conferences- highlighting the changes open-source communities need to be successful,0.9,YES,YES
794,Let's talk open-source-an analysis of conference talks and community dynamics,Promote inclusive communities in open-source projects,Automated Testing and Quality Assurance,More inclusive environments that attract and retain diverse talent,Previous studies have emphasized the importance of community engagement in open-source,0.8,YES,YES
1463,Let's talk open-source-an analysis of conference talks and community dynamics,Foster supportive communities to prevent disengagement and keep open-source sustainable,Automated Testing and Quality Assurance,Reduced disengagement rates and increased contributor retention,The most common reasons for disengagement among conference speakers were lack of support (emotionally and financially) and community hostility,0.8,YES,YES
1120,LExecutor Learning-Guided Execution,Use LExecutor to predict missing values in incomplete code snippets- allowing for dynamic analysis of otherwise non-executable code,Automated Testing and Quality Assurance,Enabling dynamic analysis for incomplete code snippets can lead to better understanding of their behavior and potential vulnerabilities. This can help developers improve the quality of their code and ensure secure programming practices,The article presents a case study where LExecutor was used to predict missing values in incomplete Python code snippets- allowing for dynamic analysis. The results showed that LExecutor could successfully predict missing values with high accuracy- enabling the execution of otherwise non-executable code,0.9,YES,YES
354,LExecutor Learning-Guided Execution,Consider integrating LExecutor into existing development environments or tools to support developers in analyzing incomplete code snippets,Code Standards and Maintainability,Integrating LExecutor into development environments or tools can help developers identify potential issues and vulnerabilities in incomplete code snippets more efficiently. This can lead to improved code quality- secure programming practices- and time savings during the development process,NONE,0.7,YES,YES
